gene_id,cluster_id,gene_length,fragment,singleton,bad_algnt,gaps,dashes
4149,137126,1359,True,True,,,
4155,115545,537,False,True,,,
4177,91538,690,False,True,,,
4203,68017,846,False,True,,,
4215,102132,1503,True,True,,,
4241,27040,1353,False,True,,,
4241,27096,1353,False,True,,,
4245,35093,1200,False,True,,,
4248,73632,753,False,True,,,
4249,103919,564,False,True,,,
4254,97368,597,False,True,,,
4255,77725,720,False,True,,,
4260,187741,273,False,True,,,
4270,43992,1410,True,True,,,
4299,83075,1302,True,True,,,
4302,36458,1257,False,True,,,
4304,18293,1647,False,True,,,
4318,57173,978,False,True,,,
4328,210070,1548,True,True,,,
4348,18646,1641,False,True,,,
4351,73895,750,False,True,,,
4354,25374,1398,False,True,,,
4358,64251,855,False,True,,,
4362,170527,315,False,True,,,
4364,131959,450,False,True,,,
4370,217738,777,True,True,,,
4372,78421,792,False,True,,,
4379,61188,861,False,True,,,
4392,52148,957,False,True,,,
4395,52544,996,False,True,,,
4404,137872,1419,True,True,,,
4437,56609,981,False,True,,,
4444,156450,540,True,True,,,
4476,82299,768,True,True,,,
4491,82556,1272,True,True,,,
4495,64276,906,False,True,,,
4542,31082,1353,False,True,,,
4543,80939,717,False,True,,,
4544,240052,141,False,True,,,
1,6000,2463,False,False,False,,
1,7025,2463,False,False,False,,
1,62970,2463,True,False,False,,
2,50329,933,False,False,False,,
3,28812,1287,False,False,False,,
4,172235,297,False,False,False,,
4,173228,297,False,False,False,,
6,9187,1431,False,False,False,,
6,22121,1431,False,False,False,,
6,28528,1431,False,False,False,,
6,39133,1431,True,False,False,,
7,52150,954,False,False,False,,
8,98647,588,False,False,False,,
9,97273,567,False,False,False,,
10,75283,714,False,False,False,,
10,74896,714,False,False,False,,
10,67907,714,False,False,False,,
11,132715,405,False,False,False,,
11,151230,405,True,False,False,,
12,5682,1917,False,False,False,,
12,179193,1917,True,False,False,,
13,21268,1131,False,False,False,,
14,197475,153,False,False,False,,
14,203234,153,False,False,False,,
14,198749,153,False,False,False,,
14,177791,153,False,False,False,,
14,171686,153,False,False,False,,
16,72229,762,False,False,False,,
17,18473,1494,False,False,False,,
18,31176,1260,False,False,False,,
19,33015,1167,False,False,False,,
19,27899,1167,False,False,False,,
20,54280,906,False,False,False,,
21,189322,264,False,False,False,,
23,2127,942,False,False,False,,
25,109076,495,False,False,False,,
26,25296,450,False,False,False,,
28,55684,915,False,False,False,,
28,55085,915,False,False,False,,
28,51593,915,False,False,False,,
28,66720,915,True,False,False,,
29,141169,366,False,False,False,,
30,53719,822,False,False,False,,
30,59536,822,False,False,False,,
31,28043,1149,False,False,False,,
32,3498,3222,False,False,False,,
32,73570,3222,True,False,False,,
33,208526,225,False,False,False,,
34,140129,396,False,False,False,,
35,93128,591,False,False,False,,
35,61912,591,False,False,False,,
35,72362,591,False,False,False,,
35,113613,591,True,False,False,,
36,7579,894,True,False,False,,
36,55226,894,True,False,False,,
36,88812,894,True,False,False,,
37,25692,1569,True,False,False,,
37,105783,1569,True,False,False,,
38,32042,1218,False,False,False,,
39,34577,1143,False,False,False,,
40,9703,1515,False,False,False,,
40,20467,1515,False,False,False,,
40,39325,1515,True,False,False,,
41,57992,771,False,False,False,,
41,68979,771,False,False,False,,
42,42146,942,False,False,False,,
42,142116,942,True,False,False,,
43,8376,1287,False,False,False,,
43,11236,1287,False,False,False,,
44,154726,288,False,False,False,,
45,24434,1332,False,False,False,,
45,24665,1332,False,False,False,,
45,12828,1332,True,False,False,,
46,19008,531,False,False,False,,
46,21739,531,True,False,False,,
46,162556,531,True,False,False,,
47,8267,1863,False,False,False,,
47,16277,1863,False,False,False,,
47,32490,1863,True,False,False,,
47,19844,1863,True,False,False,,
47,63500,1863,True,False,False,,
47,170185,1863,True,False,False,,
49,201888,234,False,False,False,,
50,156771,315,False,False,False,,
50,176458,315,True,False,False,,
51,58488,849,False,False,False,,
52,147477,378,False,False,False,,
53,60406,822,False,False,False,,
53,64572,822,False,False,False,,
54,49401,990,False,False,False,,
55,29644,1287,False,False,False,,
56,8390,2355,False,False,False,,
56,7736,2355,False,False,False,,
56,8485,2355,False,False,False,,
56,6150,2355,True,False,False,,
57,56247,816,False,False,False,,
58,63320,660,False,False,False,,
59,4536,2907,False,False,False,,
60,7863,2352,False,False,False,,
61,80985,696,False,False,False,,
62,21585,1503,False,False,False,,
63,16359,1701,False,False,False,,
64,54012,846,False,False,False,,
64,58345,846,False,False,False,,
65,60433,849,False,False,False,,
65,101889,849,True,False,False,,
65,73544,849,True,False,False,,
65,138777,849,True,False,False,,
66,136872,423,False,False,False,,
67,66187,765,False,False,False,,
67,63402,765,False,False,False,,
69,16570,1611,False,False,False,,
69,9049,1611,False,False,False,,
70,44222,984,False,False,False,,
71,15863,1656,False,False,False,,
71,15853,1656,False,False,False,,
71,54558,1656,True,False,False,,
72,95207,606,False,False,False,,
73,23564,1401,False,False,False,,
74,5778,1092,False,False,False,,
76,40070,945,False,False,False,,
76,170545,945,True,False,False,,
77,15285,1725,False,False,False,,
77,16422,1725,False,False,False,,
78,119161,492,False,False,False,,
79,39228,1005,False,False,False,,
80,106590,459,False,False,False,,
81,45614,942,False,False,False,,
82,152617,366,False,False,False,,
83,15007,1767,False,False,False,,
84,21541,1488,False,False,False,,
86,7798,1083,False,False,False,,
87,28369,1317,False,False,False,,
88,24715,1245,False,False,False,,
89,39498,1068,False,False,False,,
90,22466,1476,False,False,False,,
90,21852,1476,False,False,False,,
91,51916,921,False,False,False,,
91,162832,921,True,False,False,,
92,11337,831,False,False,False,,
94,36652,1152,False,False,False,,
94,29627,1152,False,False,False,,
95,50041,918,False,False,False,,
97,5116,2706,False,False,False,,
98,127095,399,False,False,False,,
98,139786,399,False,False,False,,
98,179598,399,True,False,False,,
99,168451,198,False,False,False,,
100,72541,744,False,False,False,,
101,89457,621,False,False,False,,
101,150489,621,True,False,False,,
102,41043,1044,False,False,False,,
103,6353,1203,False,False,False,,
103,46273,1203,True,False,False,,
103,45975,1203,True,False,False,,
104,83603,1386,True,False,False,,
104,201792,1386,True,False,False,,
105,117695,441,False,False,False,,
105,124666,441,False,False,False,,
106,51490,894,False,False,False,,
107,106644,552,False,False,False,,
108,51546,855,False,False,False,,
108,61534,855,False,False,False,,
109,25276,1371,False,False,False,,
110,15109,1782,False,False,False,,
110,19769,1782,True,False,False,,
110,57799,1782,True,False,False,,
110,148452,1782,True,False,False,,
111,162964,291,False,False,False,,
111,182865,291,False,False,False,,
111,177423,291,True,False,False,,
111,219269,291,True,False,False,,
113,175895,294,False,False,False,,
113,159131,294,False,False,False,,
113,171531,294,False,False,False,,
115,112348,291,False,False,False,,
115,141846,291,False,False,False,,
116,71814,765,False,False,False,,
117,4234,2664,False,False,False,,
118,13116,1893,False,False,False,,
118,12037,1893,True,False,False,,
118,30952,1893,True,False,False,,
118,18653,1893,True,False,False,,
118,17235,1893,True,False,False,,
119,22367,1425,False,False,False,,
120,15364,1746,False,False,False,,
120,17931,1746,False,False,False,,
120,16043,1746,False,False,False,,
120,15045,1746,False,False,False,,
120,14661,1746,True,False,False,,
121,6154,2598,False,False,False,,
122,154916,363,False,False,False,,
122,151006,363,False,False,False,,
123,17691,795,False,False,False,,
125,126042,348,True,False,False,,
126,18237,1551,False,False,False,,
127,7256,2391,False,False,False,,
127,7577,2391,True,False,False,,
127,58142,2391,True,False,False,,
128,83176,537,False,False,False,,
129,85748,663,False,False,False,,
130,54424,927,False,False,False,,
131,22245,771,False,False,False,,
131,64052,771,False,False,False,,
131,71346,771,False,False,False,,
132,125365,441,False,False,False,,
133,16073,1230,False,False,False,,
133,123542,1230,True,False,False,,
133,121652,1230,True,False,False,,
134,145727,381,False,False,False,,
134,104748,381,False,False,False,,
134,108666,381,False,False,False,,
135,56227,885,False,False,False,,
135,52875,885,False,False,False,,
135,49193,885,False,False,False,,
135,51356,885,False,False,False,,
135,59791,885,False,False,False,,
135,52588,885,False,False,False,,
135,48470,885,False,False,False,,
135,63883,885,True,False,False,,
135,79636,885,True,False,False,,
135,73601,885,True,False,False,,
136,61863,852,False,False,False,,
136,60047,852,False,False,False,,
137,63366,795,False,False,False,,
137,67971,795,False,False,False,,
137,68063,795,False,False,False,,
137,66765,795,False,False,False,,
138,27030,1263,False,False,False,,
138,30588,1263,False,False,False,,
139,70042,597,False,False,False,,
139,96938,597,False,False,False,,
140,84596,609,False,False,False,,
141,93204,567,False,False,False,,
142,5958,2589,False,False,False,,
143,73919,741,False,False,False,,
144,93798,591,False,False,False,,
144,94017,591,False,False,False,,
144,119526,591,True,False,False,,
145,113056,480,False,False,False,,
145,123661,480,False,False,False,,
145,109432,480,False,False,False,,
145,119173,480,False,False,False,,
145,120932,480,False,False,False,,
145,123953,480,False,False,False,,
146,24382,1365,False,False,False,,
147,42609,927,False,False,False,,
148,121545,456,False,False,False,,
148,93079,456,False,False,False,,
149,79506,705,False,False,False,,
150,95489,531,False,False,False,,
150,111708,531,False,False,False,,
151,5925,2475,False,False,False,,
152,6459,2535,False,False,False,,
153,8628,2244,False,False,False,,
155,17429,891,False,False,False,,
156,12478,1983,False,False,False,,
156,11816,1983,False,False,False,,
156,15215,1983,True,False,False,,
156,22211,1983,True,False,False,,
157,25962,1281,False,False,False,,
158,21637,1422,False,False,False,,
159,144343,345,False,False,False,,
160,83417,624,False,False,False,,
161,67266,801,False,False,False,,
162,80727,699,False,False,False,,
162,76075,699,False,False,False,,
163,19132,1518,False,False,False,,
164,23119,1425,False,False,False,,
165,33872,1158,False,False,False,,
165,42859,1158,False,False,False,,
165,44478,1158,True,False,False,,
165,30474,1158,True,False,False,,
166,147522,387,False,False,False,,
166,148092,387,False,False,False,,
166,210615,387,True,False,False,,
167,59006,825,False,False,False,,
168,5561,2673,False,False,False,,
169,65662,795,False,False,False,,
171,76907,726,False,False,False,,
172,61850,852,False,False,False,,
173,76023,726,False,False,False,,
174,103051,558,False,False,False,,
175,34824,1197,False,False,False,,
176,62815,762,False,False,False,,
177,11034,858,True,False,False,,
177,235566,858,True,False,False,,
179,7750,2433,False,False,False,,
180,114289,486,False,False,False,,
181,46609,1026,False,False,False,,
182,126846,456,False,False,False,,
183,64341,789,False,False,False,,
184,36249,1149,False,False,False,,
185,93228,597,False,False,False,,
186,2658,3483,False,False,False,,
186,2286,3483,False,False,False,,
187,51019,960,False,False,False,,
188,6266,2142,False,False,False,,
188,14763,2142,True,False,False,,
188,248678,2142,True,False,False,,
190,24934,1299,False,False,False,,
190,25775,1299,False,False,False,,
190,29157,1299,False,False,False,,
191,180060,261,False,False,False,,
192,205249,201,False,False,False,,
193,100053,546,False,False,False,,
193,100423,546,False,False,False,,
193,119520,546,True,False,False,,
194,133423,423,False,False,False,,
194,128266,423,False,False,False,,
195,66278,711,False,False,False,,
195,71165,711,False,False,False,,
195,63364,711,False,False,False,,
195,217752,711,True,False,False,,
196,58858,825,False,False,False,,
196,62000,825,True,False,False,,
197,15852,1719,False,False,False,,
197,43572,1719,True,False,False,,
198,74028,708,False,False,False,,
199,140657,405,False,False,False,,
200,65758,816,False,False,False,,
201,84247,654,False,False,False,,
202,44910,1032,False,False,False,,
203,96494,573,False,False,False,,
210,57296,804,False,False,False,,
210,111843,804,True,False,False,,
211,43234,915,False,False,False,,
211,136986,915,True,False,False,,
212,56621,801,False,False,False,,
213,36332,771,False,False,False,,
213,76217,771,False,False,False,,
213,121212,771,True,False,False,,
213,167632,771,True,False,False,,
214,26299,1359,True,False,False,,
215,72483,756,False,False,False,,
215,66607,756,False,False,False,,
216,64930,723,False,False,False,,
217,126306,468,False,False,False,,
218,74790,732,False,False,False,,
220,66022,786,False,False,False,,
221,21462,480,False,False,False,,
222,893,1359,True,False,False,,
224,23414,1443,False,False,False,,
225,74635,744,False,False,False,,
225,74161,744,False,False,False,,
225,74724,744,False,False,False,,
225,69521,744,False,False,False,,
225,10375,744,False,False,False,,
225,3938,744,True,False,False,,
226,5208,2763,False,False,False,,
226,5086,2763,False,False,False,,
226,5307,2763,False,False,False,,
226,5407,2763,False,False,False,,
226,5364,2763,False,False,False,,
226,5589,2763,False,False,False,,
226,7698,2763,True,False,False,,
226,15789,2763,True,False,False,,
226,3679,2763,True,False,False,,
226,7484,2763,True,False,False,,
226,5172,2763,True,False,False,,
226,4026,2763,True,False,False,,
227,19229,765,False,False,False,,
228,26402,1347,False,False,False,,
229,110547,525,False,False,False,,
230,28694,1293,False,False,False,,
231,44153,1050,False,False,False,,
231,165640,1050,True,False,False,,
232,14259,1842,False,False,False,,
232,14828,1842,False,False,False,,
233,137986,426,False,False,False,,
234,20874,1485,False,False,False,,
235,17507,504,False,False,False,,
236,99252,519,False,False,False,,
237,12673,2343,True,False,False,,
237,8622,2343,True,False,False,,
238,57040,900,True,False,False,,
239,77777,666,False,False,False,,
240,87854,651,True,False,False,,
240,62177,651,True,False,False,,
241,12775,1983,True,False,False,,
241,15121,1983,True,False,False,,
241,31854,1983,True,False,False,,
242,7239,1047,False,False,False,,
244,153655,291,False,False,False,,
245,78449,180,False,False,False,,
245,4376,180,True,False,False,,
246,122172,486,False,False,False,,
247,110173,504,False,False,False,,
248,116405,513,False,False,False,,
249,54910,771,False,False,False,,
249,61357,771,False,False,False,,
249,76394,771,True,False,False,,
250,114944,474,False,False,False,,
251,6629,2445,False,False,False,,
251,6259,2445,False,False,False,,
252,100491,579,False,False,False,,
253,66075,768,False,False,False,,
254,55927,741,False,False,False,,
255,64674,627,False,False,False,,
255,120531,627,True,False,False,,
256,113535,498,False,False,False,,
256,86388,498,False,False,False,,
256,119178,498,False,False,False,,
256,119181,498,False,False,False,,
256,91378,498,False,False,False,,
256,119155,498,True,False,False,,
256,131205,498,True,False,False,,
257,6545,1740,False,False,False,,
257,10703,1740,False,False,False,,
257,14947,1740,True,False,False,,
257,19841,1740,True,False,False,,
257,14690,1740,True,False,False,,
257,34109,1740,True,False,False,,
257,171883,1740,True,False,False,,
258,64327,786,False,False,False,,
258,67460,786,True,False,False,,
258,58523,786,True,False,False,,
258,77978,786,True,False,False,,
259,41924,1056,False,False,False,,
259,39474,1056,False,False,False,,
259,40810,1056,False,False,False,,
260,170229,294,False,False,False,,
261,127205,399,False,False,False,,
261,141027,399,True,False,False,,
261,200468,399,True,False,False,,
262,61126,453,False,False,False,,
262,118838,453,True,False,False,,
262,129579,453,True,False,False,,
263,16306,1152,False,False,False,,
263,38164,1152,False,False,False,,
263,69233,1152,True,False,False,,
263,84453,1152,True,False,False,,
264,113406,615,True,False,False,,
264,86989,615,True,False,False,,
265,21556,1458,False,False,False,,
265,166674,1458,True,False,False,,
266,114716,459,False,False,False,,
267,31109,1245,False,False,False,,
268,17162,402,False,False,False,,
268,158012,402,True,False,False,,
269,39871,1056,False,False,False,,
269,38526,1056,False,False,False,,
269,124737,1056,True,False,False,,
270,30685,1104,False,False,False,,
271,31326,1254,False,False,False,,
273,148769,339,False,False,False,,
273,33913,339,False,False,False,,
273,163456,339,False,False,False,,
274,102795,525,False,False,False,,
274,102210,525,False,False,False,,
274,94599,525,False,False,False,,
274,146242,525,True,False,False,,
274,192492,525,True,False,False,,
274,200445,525,True,False,False,,
274,206842,525,True,False,False,,
275,1592,4131,False,False,False,,
275,1539,4131,True,False,False,,
275,1618,4131,True,False,False,,
277,183846,216,False,False,False,,
281,78567,615,False,False,False,,
281,131675,615,True,False,False,,
281,108501,615,True,False,False,,
281,160108,615,True,False,False,,
281,139284,615,True,False,False,,
281,96750,615,True,False,False,,
283,58087,756,False,False,False,,
283,101505,756,True,False,False,,
284,89978,1644,True,False,False,,
285,1565,2526,False,False,False,,
285,78224,2526,True,False,False,,
285,91836,2526,True,False,False,,
286,27284,669,False,False,False,,
287,110970,588,False,False,False,,
288,174331,591,True,False,False,,
288,155302,591,True,False,False,,
290,174939,264,False,False,False,,
290,141194,264,False,False,False,,
291,32553,1143,False,False,False,,
292,53971,921,False,False,False,,
292,40624,921,False,False,False,,
292,58580,921,False,False,False,,
292,133711,921,True,False,False,,
292,174026,921,True,False,False,,
293,49607,927,False,False,False,,
294,54779,894,False,False,False,,
295,49402,990,False,False,False,,
296,61852,852,False,False,False,,
296,109445,852,True,False,False,,
296,77465,852,True,False,False,,
297,1332,4251,False,False,False,,
297,1317,4251,False,False,False,,
297,2938,4251,True,False,False,,
297,3205,4251,True,False,False,,
297,35006,4251,True,False,False,,
298,49362,891,False,False,False,,
298,52371,891,False,False,False,,
298,101669,891,True,False,False,,
298,125436,891,True,False,False,,
298,119259,891,True,False,False,,
298,134278,891,True,False,False,,
298,113732,891,True,False,False,,
299,1815,885,False,False,False,,
299,58297,885,False,False,False,,
299,14720,885,False,False,False,,
299,57207,885,False,False,False,,
299,125885,885,True,False,False,,
299,139422,885,True,False,False,,
299,170003,885,True,False,False,,
299,190277,885,True,False,False,,
299,239263,885,True,False,False,,
300,80578,594,False,False,False,,
300,141029,594,True,False,False,,
300,141202,594,True,False,False,,
300,194263,594,True,False,False,,
302,17799,1326,False,False,False,,
302,20880,1326,False,False,False,,
302,140714,1326,True,False,False,,
302,123333,1326,True,False,False,,
302,110938,1326,True,False,False,,
303,50812,906,False,False,False,,
303,77028,906,True,False,False,,
304,65832,720,False,False,False,,
306,11072,696,False,False,False,,
307,72799,669,False,False,False,,
307,63599,669,False,False,False,,
307,64226,669,False,False,False,,
307,79756,669,False,False,False,,
307,81284,669,False,False,False,,
307,110939,669,True,False,False,,
307,104420,669,True,False,False,,
307,101616,669,True,False,False,,
307,113941,669,True,False,False,,
307,155216,669,True,False,False,,
