Cluster,Cluster length,Gene name,Annotation,Gene length,Global similarity,Fragment,Local similarity,Start gap,End gap,Good alignment,Alignment length
540,2310,,lcl|CU651637.1_gene_1386 [locus_tag=LF82_222] [location=1434894..1442474] [gbkey=Gene],7581,0.28624192059095105,True,0.9393939393939394,True,False,True,5977
559,3633,yehI,lcl|CU651637.1_gene_2141 [gene=yehI] [locus_tag=LF82_2994] [location=2218903..2222535] [gbkey=Gene],3633,0.925681255161024,False,0.925681255161024,False,False,False,10072
625,3939,,lcl|CU651637.1_gene_1386 [locus_tag=LF82_222] [location=1434894..1442474] [gbkey=Gene],7581,0.4920195224904366,True,0.9469408479309469,True,False,True,5542
680,2739,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.5514453203961998,True,0.9959839357429718,True,False,True,5406
693,1143,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.21164342025469982,True,0.916010498687664,True,False,True,5280
701,2739,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.5512431776834446,True,0.9956188389923329,True,False,True,5285
726,4884,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.9872650090964221,False,0.9872650090964221,False,False,True,5367
730,558,nfrB,lcl|CU651637.1_gene_518 [gene=nfrB] [locus_tag=LF82_1481] [location=complement(564649..566886)] [gbkey=Gene],2238,0.24888293118856122,True,0.9982078853046595,True,False,True,5172
744,4395,yfaS,lcl|CU651637.1_gene_2254 [gene=yfaS] [locus_tag=LF82_3039] [location=complement(2344160..2348689)] [gbkey=Gene],4530,0.9317880794701987,False,0.9604095563139932,True,False,True,5347
748,3903,hrpA,lcl|CU651637.1_gene_1393 [gene=hrpA] [locus_tag=LF82_1032] [location=1449292..1453194] [gbkey=Gene],3903,0.9613118114271073,False,0.9613118114271073,False,False,False,5939
761,1635,,lcl|CU651637.1_gene_1386 [locus_tag=LF82_222] [location=1434894..1442474] [gbkey=Gene],7581,0.19562063052367762,True,0.9070336391437309,True,False,True,5082
773,4395,yfaS,lcl|CU651637.1_gene_2254 [gene=yfaS] [locus_tag=LF82_3039] [location=complement(2344160..2348689)] [gbkey=Gene],4530,0.934878587196468,False,0.9635949943117179,True,False,False,5242
786,4962,yfhM,lcl|CU651637.1_gene_2504 [gene=yfhM] [locus_tag=LF82_3107] [location=complement(2630778..2635739)] [gbkey=Gene],4962,0.9641273679967755,False,0.9641273679967755,False,False,False,5279
809,1464,,lcl|CU651637.1_gene_1969 [locus_tag=LF82_300] [location=2016861..2022986] [gbkey=Gene],6126,0.23685928827946456,True,0.9911202185792349,True,False,True,5017
812,2436,,lcl|CU651637.1_gene_1969 [locus_tag=LF82_300] [location=2016861..2022986] [gbkey=Gene],6126,0.39618021547502447,True,0.9963054187192119,True,True,False,5292
817,2310,bcsB,lcl|CU651637.1_gene_3580 [gene=bcsB] [locus_tag=LF82_0212] [location=complement(3735473..3737812)] [gbkey=Gene],2340,0.9611111111111111,False,0.9735930735930736,True,False,False,15157
831,204,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.04002425712553062,True,0.9705882352941176,True,False,True,4968
835,4224,rpoC,lcl|CU651637.1_gene_4070 [gene=rpoC] [locus_tag=LF82_1960] [location=4262289..4266512] [gbkey=Gene],4224,0.9912405303030303,False,0.9912405303030303,False,False,True,5048
892,4863,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.9141129032258064,False,0.9141129032258064,False,False,True,5070
893,708,,lcl|CU651637.1_gene_222 [locus_tag=LF82_014] [location=complement(242894..244252)] [gbkey=Gene],1359,0.49816041206769685,True,0.9548660084626234,False,True,False,7100
907,2751,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.5331720104859851,True,0.9611050527081061,True,False,True,4881
949,261,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.050939963614311703,True,0.9655172413793104,True,False,True,4809
986,327,ycgI,lcl|CU651637.1_gene_1189 [gene=ycgI] [locus_tag=LF82_2730] [location=1232537..1232863] [gbkey=Gene],327,0.9724770642201835,False,0.9724770642201835,False,False,True,4749
988,312,ycgI,lcl|CU651637.1_gene_1189 [gene=ycgI] [locus_tag=LF82_2730] [location=1232537..1232863] [gbkey=Gene],327,0.9296636085626911,False,0.9712460063897763,False,True,True,4817
1005,3888,purL,lcl|CU651637.1_gene_2537 [gene=purL] [locus_tag=LF82_1781] [location=complement(2669349..2673236)] [gbkey=Gene],3888,0.9598765432098766,False,0.9598765432098766,False,False,False,5654
1029,312,ycgI,lcl|CU651637.1_gene_1189 [gene=ycgI] [locus_tag=LF82_2730] [location=1232537..1232863] [gbkey=Gene],327,0.9327217125382263,False,0.9744408945686901,False,True,True,4982
1057,3498,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.9033733562035449,False,0.9033733562035449,False,False,False,4963
1071,4554,gltB,lcl|CU651637.1_gene_3254 [gene=gltB] [locus_tag=LF82_0876] [location=3398295..3402863] [gbkey=Gene],4569,0.9588531407310134,False,0.9620114185331576,True,False,True,4738
1090,4563,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.9401709401709402,False,0.9401709401709402,False,False,True,4590
1091,4563,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.9557308788078018,False,0.9557308788078018,False,False,True,4679
1108,4557,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.9550734166118782,False,0.9550734166118782,False,False,True,4578
1109,4557,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.9292132369055446,False,0.9292132369055446,False,False,True,4581
1117,1002,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.21652421652421652,True,0.979187314172448,False,True,True,4560
1122,4461,mukB,lcl|CU651637.1_gene_862 [gene=mukB] [locus_tag=LF82_1412] [location=935333..939793] [gbkey=Gene],4461,0.9699618919524771,False,0.9699618919524771,False,False,False,4861
1138,312,ycgI,lcl|CU651637.1_gene_1189 [gene=ycgI] [locus_tag=LF82_2730] [location=1232537..1232863] [gbkey=Gene],327,0.9296636085626911,False,0.9712460063897763,False,True,False,6104
1162,4497,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.9417050186280955,False,0.9417050186280955,False,False,True,4565
1181,2085,malQ,lcl|CU651637.1_gene_3451 [gene=malQ] [locus_tag=LF82_1264] [location=complement(3584646..3586730)] [gbkey=Gene],2085,0.9712230215827338,False,0.9712230215827338,False,False,False,5711
1182,2739,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.5306246209824136,True,0.9583789704271632,True,False,True,4491
1196,450,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.08934707903780069,True,0.9822222222222222,True,False,True,4461
1197,348,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.06903353057199212,True,0.9051724137931034,True,False,True,4461
1204,327,ycgI,lcl|CU651637.1_gene_1189 [gene=ycgI] [locus_tag=LF82_2730] [location=1232537..1232863] [gbkey=Gene],327,0.9480122324159022,False,0.9480122324159022,False,False,False,7314
1218,450,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.08550636749545179,True,0.94,True,False,True,4440
1230,1329,ssnA,lcl|CU651637.1_gene_2886 [gene=ssnA] [locus_tag=LF82_2182] [location=3020167..3021495] [gbkey=Gene],1329,0.9796839729119639,False,0.9796839729119639,False,False,False,7003
1265,4068,ftsK,lcl|CU651637.1_gene_831 [gene=ftsK] [locus_tag=LF82_0761] [location=895410..899462] [gbkey=Gene],4053,0.9692723697148475,False,0.9692723697148475,False,False,False,8386
1278,3741,narZ,lcl|CU651637.1_gene_1449 [gene=narZ] [locus_tag=LF82_1472] [location=complement(1505989..1509729)] [gbkey=Gene],3741,0.9593691526329858,False,0.9593691526329858,False,False,False,5339
1306,2238,nfrB,lcl|CU651637.1_gene_518 [gene=nfrB] [locus_tag=LF82_1481] [location=complement(564649..566886)] [gbkey=Gene],2238,0.9803395889186773,False,0.9803395889186773,False,False,False,10978
1317,4254,,lcl|CU651637.1_gene_297 [locus_tag=LF82_054] [location=324991..329241] [gbkey=Gene],4251,0.9222457129433873,False,0.9222457129433873,False,False,False,6019
1332,4248,,lcl|CU651637.1_gene_297 [locus_tag=LF82_054] [location=324991..329241] [gbkey=Gene],4251,0.9287226534932957,False,0.9287226534932957,False,False,False,4429
1352,1545,narY,lcl|CU651637.1_gene_1448 [gene=narY] [locus_tag=LF82_1471] [location=complement(1504448..1505992)] [gbkey=Gene],1545,0.9585760517799353,False,0.9585760517799353,False,False,False,6038
1378,405,,lcl|CU651637.1_gene_1969 [locus_tag=LF82_300] [location=2016861..2022986] [gbkey=Gene],6126,0.06594841658504734,True,0.9975308641975309,True,False,True,4287
1384,270,,lcl|CU651637.1_gene_3655 [locus_tag=LF82_557] [location=3817681..3822627] [gbkey=Gene],4947,0.053365676167374164,True,0.9777777777777777,True,False,True,4282
1388,3105,acrF,lcl|CU651637.1_gene_3307 [gene=acrF] [locus_tag=LF82_0028] [location=3458292..3461396] [gbkey=Gene],3105,0.9726247987117552,False,0.9726247987117552,False,False,False,11171
1444,2283,fiu,lcl|CU651637.1_gene_739 [gene=fiu] [locus_tag=LF82_0668] [location=complement(792657..794939)] [gbkey=Gene],2283,0.9693385895751204,False,0.9693385895751204,False,False,False,7546
1462,4107,ftsK,lcl|CU651637.1_gene_831 [gene=ftsK] [locus_tag=LF82_0761] [location=895410..899462] [gbkey=Gene],4053,0.9788166544923301,False,0.9788166544923301,False,False,False,6972
1478,2973,nfrA,lcl|CU651637.1_gene_517 [gene=nfrA] [locus_tag=LF82_1480] [location=complement(561690..564662)] [gbkey=Gene],2973,0.9828456104944501,False,0.9828456104944501,False,False,False,6783
1490,4107,ftsK,lcl|CU651637.1_gene_831 [gene=ftsK] [locus_tag=LF82_0761] [location=895410..899462] [gbkey=Gene],4053,0.9559289018748478,False,0.9559289018748478,False,False,False,5096
1497,2580,,lcl|CU651637.1_gene_1158 [locus_tag=LF82_174] [location=1205816..1208377] [gbkey=Gene],2562,0.9220729366602687,False,0.9220729366602687,False,False,False,5806
1498,1506,yghJ,lcl|CU651637.1_gene_3005 [gene=yghJ] [locus_tag=LF82_3203] [location=complement(3141127..3145689)] [gbkey=Gene],4563,0.3039666885820732,True,0.9209827357237715,True,False,False,4590
1504,2091,bcsA,lcl|CU651637.1_gene_3581 [gene=bcsA] [locus_tag=LF82_0211] [location=complement(3737823..3740441)] [gbkey=Gene],2619,0.7728140511645666,True,0.9051878354203936,False,True,False,4318
1537,4068,ftsK,lcl|CU651637.1_gene_831 [gene=ftsK] [locus_tag=LF82_0761] [location=895410..899462] [gbkey=Gene],4053,0.9613880742913001,False,0.9613880742913001,False,False,False,5001
1539,2223,,lcl|CU651637.1_gene_275 [locus_tag=LF82_043] [location=complement(301160..305290)] [gbkey=Gene],4131,0.5357056402808037,True,0.9955015744489428,True,False,False,4379
1548,2841,glnE,lcl|CU651637.1_gene_3102 [gene=glnE] [locus_tag=LF82_0849] [location=complement(3247572..3250412)] [gbkey=Gene],2841,0.970080957409363,False,0.970080957409363,False,False,False,7437
1565,2526,yagX,lcl|CU651637.1_gene_285 [gene=yagX] [locus_tag=LF82_2510] [location=complement(311211..313736)] [gbkey=Gene],2526,0.9790182106096595,False,0.9790182106096595,False,False,False,11039
1568,213,,lcl|CU651637.1_gene_1538 [locus_tag=LF82_771] [location=complement(1605716..1605928)] [gbkey=Gene],213,1.0,False,1.0,False,False,False,5582
1574,255,yfaQ,lcl|CU651637.1_gene_2253 [gene=yfaQ] [locus_tag=LF82_3038] [location=complement(2342510..2344159)] [gbkey=Gene],1650,0.15212121212121213,True,0.984313725490196,True,False,True,4150
1592,4131,,lcl|CU651637.1_gene_275 [locus_tag=LF82_043] [location=complement(301160..305290)] [gbkey=Gene],4131,0.9406923263132414,False,0.9406923263132414,False,False,True,4131
1596,3963,putA,lcl|CU651637.1_gene_993 [gene=putA] [locus_tag=LF82_1787] [location=complement(1055111..1059073)] [gbkey=Gene],3963,0.9692152409790563,False,0.9692152409790563,False,False,False,4463
1612,327,ycgI,lcl|CU651637.1_gene_1189 [gene=ycgI] [locus_tag=LF82_2730] [location=1232537..1232863] [gbkey=Gene],327,0.9724770642201835,False,0.9724770642201835,False,False,False,4718
1613,4029,rpoB,lcl|CU651637.1_gene_4069 [gene=rpoB] [locus_tag=LF82_1959] [location=4258184..4262212] [gbkey=Gene],4029,0.9875899726979399,False,0.9875899726979399,False,False,True,4171
1618,873,,lcl|CU651637.1_gene_275 [locus_tag=LF82_043] [location=complement(301160..305290)] [gbkey=Gene],4131,0.19172113289760348,True,0.9072164948453608,True,False,True,4116
1643,3498,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.9159519725557461,False,0.9159519725557461,False,False,False,6523
1643,3498,,lcl|CU651637.1_gene_1523 [locus_tag=LF82_262] [location=complement(1590178..1593591)] [gbkey=Gene],3414,0.9013722126929674,False,0.9013722126929674,False,False,False,6523
1670,3744,narG,lcl|CU651637.1_gene_1247 [gene=narG] [locus_tag=LF82_1459] [location=1289497..1293240] [gbkey=Gene],3744,0.9754273504273504,False,0.9754273504273504,False,False,False,4466
1671,1065,nfrB,lcl|CU651637.1_gene_518 [gene=nfrB] [locus_tag=LF82_1481] [location=complement(564649..566886)] [gbkey=Gene],2238,0.4673815907059875,True,0.9821596244131455,False,True,False,5051
1680,3075,lacZ,lcl|CU651637.1_gene_339 [gene=lacZ] [locus_tag=LF82_1168] [location=complement(378467..381541)] [gbkey=Gene],3075,0.9661788617886179,False,0.9661788617886179,False,False,False,9791
1693,1023,hipA,lcl|CU651637.1_gene_1487 [gene=hipA] [locus_tag=LF82_0996] [location=complement(1552334..1553656)] [gbkey=Gene],1323,0.7399848828420257,True,0.956989247311828,True,False,True,4137
1697,684,mfd,lcl|CU651637.1_gene_1086 [gene=mfd] [locus_tag=LF82_1337] [location=complement(1147191..1150637)] [gbkey=Gene],3447,0.19785320568610384,True,0.9970760233918129,True,False,True,4068
1714,2646,,lcl|CU651637.1_gene_2819 [locus_tag=LF82_432] [location=2932928..2935564] [gbkey=Gene],2637,0.9656084656084656,False,0.9656084656084656,False,False,False,4892
1722,3765,yfal,lcl|CU651637.1_gene_2259 [gene=yfal] [locus_tag=LF82_3036] [location=complement(2354791..2358555)] [gbkey=Gene],3765,0.9837981407702523,False,0.9837981407702523,False,False,True,4051
1725,3882,entF,lcl|CU651637.1_gene_538 [gene=entF] [locus_tag=LF82_0568] [location=586985..590866] [gbkey=Gene],3882,0.9497681607418856,False,0.9497681607418856,False,False,False,5045
1754,3414,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.9537199765670767,False,0.9537199765670767,False,False,True,4072
1754,3414,,lcl|CU651637.1_gene_1523 [locus_tag=LF82_262] [location=complement(1590178..1593591)] [gbkey=Gene],3414,0.9408318687756297,False,0.9408318687756297,False,False,True,4072
1775,3495,mfd,lcl|CU651637.1_gene_1086 [gene=mfd] [locus_tag=LF82_1337] [location=complement(1147191..1150637)] [gbkey=Gene],3447,0.9562231759656652,False,0.9562231759656652,False,False,False,4195
1783,2727,nuoG,lcl|CU651637.1_gene_2304 [gene=nuoG] [locus_tag=LF82_1544] [location=complement(2406050..2408782)] [gbkey=Gene],2733,0.9758507135016465,False,0.977997799779978,True,False,False,5224
1806,3066,,lcl|CU651637.1_gene_1528 [locus_tag=LF82_267] [location=complement(1595982..1599047)] [gbkey=Gene],3066,0.9895629484670581,False,0.9895629484670581,False,False,False,5349
1815,870,,lcl|CU651637.1_gene_299 [locus_tag=LF82_055] [location=330456..331340] [gbkey=Gene],885,0.9830508474576272,False,1.0,True,False,False,4064
1819,3963,putA,lcl|CU651637.1_gene_993 [gene=putA] [locus_tag=LF82_1787] [location=complement(1055111..1059073)] [gbkey=Gene],3963,0.9250567751703255,False,0.9250567751703255,False,False,True,3963
1826,3759,yfal,lcl|CU651637.1_gene_2259 [gene=yfal] [locus_tag=LF82_3036] [location=complement(2354791..2358555)] [gbkey=Gene],3765,0.9771580345285524,False,0.9787177440808725,True,False,False,4117
1830,3093,ebgA,lcl|CU651637.1_gene_3125 [gene=ebgA] [locus_tag=LF82_0539] [location=3273412..3276504] [gbkey=Gene],3093,0.9728419010669254,False,0.9728419010669254,False,False,False,4843
1840,3873,ftsK,lcl|CU651637.1_gene_831 [gene=ftsK] [locus_tag=LF82_0761] [location=895410..899462] [gbkey=Gene],4053,0.9360967184801382,False,0.9360967184801382,False,False,True,4146
1847,2685,kdpD,lcl|CU651637.1_gene_639 [gene=kdpD] [locus_tag=LF82_1148] [location=complement(692664..695348)] [gbkey=Gene],2685,0.9657355679702049,False,0.9657355679702049,False,False,False,3997
1864,1083,mfd,lcl|CU651637.1_gene_1086 [gene=mfd] [locus_tag=LF82_1337] [location=complement(1147191..1150637)] [gbkey=Gene],3447,0.28245363766048504,True,0.9141274238227147,False,True,True,3946
1891,3414,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.9636789689513767,False,0.9636789689513767,False,False,False,4239
1891,3414,,lcl|CU651637.1_gene_1523 [locus_tag=LF82_262] [location=complement(1590178..1593591)] [gbkey=Gene],3414,0.9496192149970709,False,0.9496192149970709,False,False,False,4239
1913,3903,,lcl|CU651637.1_gene_1996 [locus_tag=LF82_315] [location=2059986..2063888] [gbkey=Gene],3903,1.0,False,1.0,False,False,True,3904
1918,3903,hrpA,lcl|CU651637.1_gene_1393 [gene=hrpA] [locus_tag=LF82_1032] [location=1449292..1453194] [gbkey=Gene],3903,0.9149372277735076,False,0.9149372277735076,False,False,True,3903
1930,3741,narZ,lcl|CU651637.1_gene_1449 [gene=narZ] [locus_tag=LF82_1472] [location=complement(1505989..1509729)] [gbkey=Gene],3741,0.9550922213311949,False,0.9550922213311949,False,False,True,3983
1935,2262,,lcl|CU651637.1_gene_2491 [locus_tag=LF82_374] [location=complement(2607471..2615522)] [gbkey=Gene],8052,0.2799304520615996,True,0.9964633068081344,True,False,True,3894
1957,2634,yebT,lcl|CU651637.1_gene_1823 [gene=yebT] [locus_tag=LF82_2933] [location=1882187..1884820] [gbkey=Gene],2634,0.9669703872437357,False,0.9669703872437357,False,False,False,6052
1973,3780,ytfN,lcl|CU651637.1_gene_4388 [gene=ytfN] [locus_tag=LF82_3712] [location=4591351..4595130] [gbkey=Gene],3780,0.9791005291005291,False,0.9791005291005291,False,False,True,4077
1993,120,bcsA,lcl|CU651637.1_gene_3581 [gene=bcsA] [locus_tag=LF82_0211] [location=complement(3737823..3740441)] [gbkey=Gene],2619,0.043909889270714014,True,0.9583333333333334,False,True,True,3867
2001,2736,rbbA,lcl|CU651637.1_gene_3531 [gene=rbbA] [locus_tag=LF82_1812] [location=complement(3671295..3674030)] [gbkey=Gene],2736,0.9692982456140351,False,0.9692982456140351,False,False,False,8187
2010,1719,ftsK,lcl|CU651637.1_gene_831 [gene=ftsK] [locus_tag=LF82_0761] [location=895410..899462] [gbkey=Gene],4053,0.4162348877374784,True,0.906989247311828,True,False,True,3858
2019,3789,yehH,lcl|CU651637.1_gene_2140 [gene=yehH] [locus_tag=LF82_2993] [location=2215105..2218893] [gbkey=Gene],3789,0.9429928741092637,False,0.9429928741092637,False,False,True,3900
2036,3801,yhdP,lcl|CU651637.1_gene_3280 [gene=yhdP] [locus_tag=LF82_3266] [location=complement(3427145..3430945)] [gbkey=Gene],3801,0.9826361483820047,False,0.9826361483820047,False,False,False,4043
2084,3525,ydbK,lcl|CU651637.1_gene_1379 [gene=ydbK] [locus_tag=LF82_2789] [location=complement(1425572..1429096)] [gbkey=Gene],3525,0.9733333333333334,False,0.9733333333333334,False,False,False,4538
2123,1308,,lcl|CU651637.1_gene_1476 [locus_tag=LF82_242] [location=complement(1540946..1543597)] [gbkey=Gene],2652,0.4868024132730015,True,0.9862490450725745,False,True,True,3801
2127,942,ribF,lcl|CU651637.1_gene_23 [gene=ribF] [locus_tag=LF82_1882] [location=22612..23553] [gbkey=Gene],942,0.9734607218683652,False,0.9734607218683652,False,False,False,4104
2154,3789,yehH,lcl|CU651637.1_gene_2140 [gene=yehH] [locus_tag=LF82_2993] [location=2215105..2218893] [gbkey=Gene],3789,0.9904988123515439,False,0.9904988123515439,False,False,True,3855
2179,2280,ydeP,lcl|CU651637.1_gene_1472 [gene=ydeP] [locus_tag=LF82_2821] [location=complement(1536294..1538573)] [gbkey=Gene],2280,0.9793859649122807,False,0.9793859649122807,False,False,False,5260
2181,1866,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.5246045694200352,True,0.9598070739549839,False,True,True,5735
2181,1866,,lcl|CU651637.1_gene_1523 [locus_tag=LF82_262] [location=complement(1590178..1593591)] [gbkey=Gene],3414,0.5216754540128881,True,0.9544480171489818,False,True,True,5735
2191,3684,metH,lcl|CU651637.1_gene_4100 [gene=metH] [locus_tag=LF82_1323] [location=4297388..4301071] [gbkey=Gene],3684,0.9557546145494028,False,0.9557546145494028,False,False,True,3925
2231,264,hipA,lcl|CU651637.1_gene_1487 [gene=hipA] [locus_tag=LF82_0996] [location=complement(1552334..1553656)] [gbkey=Gene],1323,0.1942554799697657,True,0.9734848484848485,True,False,True,3747
2260,1635,yfaS,lcl|CU651637.1_gene_2254 [gene=yfaS] [locus_tag=LF82_3039] [location=complement(2344160..2348689)] [gbkey=Gene],4530,0.3529801324503311,True,0.9779816513761468,True,False,True,3750
2286,3483,dnae,lcl|CU651637.1_gene_186 [gene=dnae] [locus_tag=LF82_0504] [location=208898..212380] [gbkey=Gene],3483,0.9784668389319552,False,0.9784668389319552,False,False,True,3855
2307,2028,,lcl|CU651637.1_gene_1536 [locus_tag=LF82_275] [location=complement(1602236..1604359)] [gbkey=Gene],2124,0.946798493408663,False,0.9916173570019724,True,False,False,4442
2367,3594,evgS,lcl|CU651637.1_gene_2375 [gene=evgS] [locus_tag=LF82_0598] [location=2481665..2485258] [gbkey=Gene],3594,0.9593767390094602,False,0.9593767390094602,False,False,False,4453
2380,3078,,lcl|CU651637.1_gene_2610 [locus_tag=LF82_383] [location=complement(2738484..2741561)] [gbkey=Gene],3078,0.9792072774528915,False,0.9792072774528915,False,False,False,3930
2408,3078,mdtC,lcl|CU651637.1_gene_2102 [gene=mdtC] [locus_tag=LF82_1294] [location=2173676..2176753] [gbkey=Gene],3078,0.9437946718648473,False,0.9437946718648473,False,False,True,3651
2443,780,ygfM,lcl|CU651637.1_gene_2887 [gene=ygfM] [locus_tag=LF82_3173] [location=3021546..3022325] [gbkey=Gene],780,0.9743589743589743,False,0.9743589743589743,False,False,False,3741
2532,2313,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.6605155243116578,True,0.9749243406830955,True,False,True,3721
2532,2313,,lcl|CU651637.1_gene_1523 [locus_tag=LF82_262] [location=complement(1590178..1593591)] [gbkey=Gene],3414,0.640597539543058,True,0.9455252918287937,True,False,True,3721
2558,2406,,lcl|CU651637.1_gene_1528 [locus_tag=LF82_267] [location=complement(1595982..1599047)] [gbkey=Gene],3066,0.7726679712981083,True,0.984621778886118,False,True,True,3594
2578,2235,relA,lcl|CU651637.1_gene_2778 [gene=relA] [locus_tag=LF82_1845] [location=complement(2889627..2891861)] [gbkey=Gene],2235,0.9888143176733781,False,0.9888143176733781,False,False,False,8409
2593,3414,,lcl|CU651637.1_gene_1163 [locus_tag=LF82_179] [location=1210779..1214192] [gbkey=Gene],3414,0.9660222612770943,False,0.9660222612770943,False,False,False,3916
2593,3414,,lcl|CU651637.1_gene_1523 [locus_tag=LF82_262] [location=complement(1590178..1593591)] [gbkey=Gene],3414,0.9461042765084944,False,0.9461042765084944,False,False,False,3916
