Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
EFER_0082	CDS	-3	88827	89810	no	tbpA	thiamin transporter subunit ; periplasmic-binding component of ABC superfamily	325	COG4143	H	Coenzyme transport and metabolism	METABOLISM
EFER_0083	CDS	-2	89974	91629	no	sgrR	DNA-binding transcriptional regulator	533	COG4533	R	General function prediction only	POORLY CHARACTERIZED
EFER_0085	CDS	+2	91949	93127	no	setA	broad specificity sugar efflux system	391	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0085	CDS	+2	91949	93127	no	setA	broad specificity sugar efflux system	391	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0085	CDS	+2	91949	93127	no	setA	broad specificity sugar efflux system	391	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0085	CDS	+2	91949	93127	no	setA	broad specificity sugar efflux system	391	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0086	CDS	-1	93188	93433	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	81	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0086	CDS	-1	93188	93433	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	81	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0086	CDS	-1	93188	93433	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	81	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0086	CDS	-1	93188	93433	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	81	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0087	CDS	-1	93437	94534	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	356	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0087	CDS	-1	93437	94534	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	356	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0087	CDS	-1	93437	94534	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	356	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0087	CDS	-1	93437	94534	pseudo		Putative carbohydrate transporter, MFS superfamily (fragment)	356	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0088	CDS	+2	94730	95626	no		Transcriptional regulator, LysR family	298	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0089	CDS	-1	95663	96430	no	aroD	3-dehydroquinate dehydratase (3-dehydroquinase) (Type I DHQase)	248	COG0710	E	Amino acid transport and metabolism	METABOLISM
EFER_0090	CDS	-2	96448	97740	no		putative transporter; MFS superfamily	423	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0090	CDS	-2	96448	97740	no		putative transporter; MFS superfamily	423	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0090	CDS	-2	96448	97740	no		putative transporter; MFS superfamily	423	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0090	CDS	-2	96448	97740	no		putative transporter; MFS superfamily	423	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0091	CDS	-1	97670	98533	no		putative Quinate/shikimate dehydrogenase	287	COG0169	E	Amino acid transport and metabolism	METABOLISM
EFER_0092	CDS	-1	98552	100564	no		NADH:flavin oxidoreductase	364	COG1902	C	Energy production and conversion	METABOLISM
EFER_0092	CDS	-1	98552	100564	no		NADH:flavin oxidoreductase	287	COG0446	R	General function prediction only	POORLY CHARACTERIZED
EFER_0093	CDS	-3	100830	101435	no	leuD	3-isopropylmalate isomerase subunit	201	COG0066	E	Amino acid transport and metabolism	METABOLISM
EFER_0094	CDS	-2	101446	102846	no	leuC	3-isopropylmalate isomerase subunit, dehydratase component	466	COG0065	E	Amino acid transport and metabolism	METABOLISM
EFER_0095	CDS	-3	102849	103940	no	leuB	3-isopropylmalate dehydrogenase	363	COG0473	C	Energy production and conversion	METABOLISM
EFER_0095	CDS	-3	102849	103940	no	leuB	3-isopropylmalate dehydrogenase	363	COG0473	E	Amino acid transport and metabolism	METABOLISM
EFER_0096	CDS	-1	103940	105511	no	leuA	2-isopropylmalate synthase	523	COG0119	E	Amino acid transport and metabolism	METABOLISM
EFER_0097	CDS	+1	106327	107289	no	leuO	DNA-binding transcriptional activator	318	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0099	CDS	+2	107606	109330	no	ilvI	acetolactate synthase III, large subunit	574	COG0028	E	Amino acid transport and metabolism	METABOLISM
EFER_0099	CDS	+2	107606	109330	no	ilvI	acetolactate synthase III, large subunit	574	COG0028	H	Coenzyme transport and metabolism	METABOLISM
EFER_0100	CDS	+1	109333	109824	no	ilvH	acetolactate synthase III, thiamin-dependent, small subunit	163	COG0440	E	Amino acid transport and metabolism	METABOLISM
EFER_0102	CDS	+1	110005	111009	no	fruR	DNA-binding transcriptional dual regulator	334	COG1609	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0103	CDS	+3	111603	112061	no	mraZ	conserved hypothetical protein	152	COG2001	S	Function unknown	POORLY CHARACTERIZED
EFER_0104	CDS	+1	112063	113004	no	mraW	S-adenosyl-dependent methyltransferase activity on membrane-located substrates	313	COG0275	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0105	CDS	+3	113001	113366	no	ftsL	membrane bound cell division protein at septum containing leucine zipper motif	98	COG3116	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
EFER_0106	CDS	+3	113382	115148	no	ftsI	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	587	COG0768	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0107	CDS	+1	115135	116622	no	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	493	COG0769	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0108	CDS	+3	116619	117977	no	murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	452	COG0770	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0109	CDS	+2	117971	119053	no	mraY	phospho-N-acetylmuramoyl-pentapeptide transferase	360	COG0472	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0110	CDS	+1	119056	120372	no	murD	UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase	438	COG0771	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0111	CDS	+3	120372	121616	no	ftsW	integral membrane protein involved in stabilizing FstZ ring during cell division	383	COG0772	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
EFER_0112	CDS	+2	121613	122680	no	murG	N-acetylglucosaminyl transferase	355	COG0707	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0113	CDS	+1	122734	124209	no	murC	UDP-N-acetylmuramate:L-alanine ligase	490	COG0773	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0114	CDS	+2	124202	125122	no	ddlB	D-alanine:D-alanine ligase	306	COG1181	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0115	CDS	+3	125124	125954	no	ftsQ	membrane anchored protein involved in growth of wall at septum	249	COG1589	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0116	CDS	+2	125951	127213	no	ftsA	ATP-binding cell division protein involved in recruitment of FtsK to Z ring	420	COG0849	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
EFER_0117	CDS	+3	127275	128426	no	ftsZ	GTP-binding tubulin-like cell division protein	383	COG0206	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
EFER_0118	CDS	+1	128527	129444	no	lpxC	UDP-3-O-acyl N-acetylglucosamine deacetylase	305	COG0774	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0120	CDS	+2	130244	132949	no	secA	preprotein translocase subunit, ATPase	901	COG0653	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0121	CDS	+1	133012	133410	no	mutT	nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP	132	COG0494	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_0121	CDS	+1	133012	133410	no	mutT	nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP	132	COG0494	R	General function prediction only	POORLY CHARACTERIZED
EFER_0122	CDS	-3	133506	133700	no	yacG	conserved hypothetical protein	62	COG3024	S	Function unknown	POORLY CHARACTERIZED
EFER_0123	CDS	-3	133710	134453	no	yacF	conserved hypothetical protein	243	COG4582	S	Function unknown	POORLY CHARACTERIZED
EFER_0124	CDS	-1	134453	135073	no	coaE	dephospho-CoA kinase	203	COG0237	H	Coenzyme transport and metabolism	METABOLISM
EFER_0125	CDS	+2	135299	136342	no	guaC	GMP reductase	347	COG0516	F	Nucleotide transport and metabolism	METABOLISM
EFER_0126	CDS	-3	136377	137612	no	hofC	assembly protein in type IV pilin biogenesis, transmembrane protein	398	COG1459	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0126	CDS	-3	136377	137612	no	hofC	assembly protein in type IV pilin biogenesis, transmembrane protein	398	COG1459	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0127	CDS	-2	137569	138954	no	hofB	conserved hypothetical protein; putative nucleoside triphosphate hydrolase domain	443	COG2804	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0127	CDS	-2	137569	138954	no	hofB	conserved hypothetical protein; putative nucleoside triphosphate hydrolase domain	443	COG2804	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0128	CDS	-2	138964	139401	no	ppdD	putative major pilin subunit	145	COG4969	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0128	CDS	-2	138964	139401	no	ppdD	putative major pilin subunit	145	COG4969	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0129	CDS	-2	139615	140508	no	nadC	quinolinate phosphoribosyltransferase	282	COG0157	H	Coenzyme transport and metabolism	METABOLISM
EFER_0130	CDS	+1	140596	141147	no	ampD	N-acetyl-anhydromuranmyl-L-alanine amidase	183	COG3023	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0131	CDS	+3	141144	141998	no	ampE	conserved hypothetical protein; putative membrane protein	113	COG3725	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0132	CDS	-3	142038	143411	no	aroP	aromatic amino acid transporter	454	COG1113	E	Amino acid transport and metabolism	METABOLISM
EFER_0133	CDS	+1	144001	144765	no	pdhR	DNA-binding transcriptional dual regulator	252	COG2186	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0135	CDS	+2	144926	147589	no	aceE	pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding	887	COG2609	C	Energy production and conversion	METABOLISM
EFER_0136	CDS	+1	147604	149496	no	aceF	pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2	630	COG0508	C	Energy production and conversion	METABOLISM
EFER_0137	CDS	+1	149704	151128	no	lpd	lipoamide dehydrogenase, E3 component is part of three enzyme complexes	474	COG1249	C	Energy production and conversion	METABOLISM
EFER_0138	CDS	-1	151199	153055	no	yacH	conserved hypothetical protein	168	COG1530	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_0139	CDS	+2	153410	156007	no	acnB	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	865	COG1049	C	Energy production and conversion	METABOLISM
EFER_0140	CDS	+3	156204	156566	no	yacL	conserved hypothetical protein	118	COG3112	S	Function unknown	POORLY CHARACTERIZED
EFER_0141	CDS	-2	156604	157398	no	speD	S-adenosylmethionine decarboxylase	264	COG1586	E	Amino acid transport and metabolism	METABOLISM
EFER_0142	CDS	-2	157414	158280	no	speE	spermidine synthase (putrescine aminopropyltransferase)	285	COG0421	E	Amino acid transport and metabolism	METABOLISM
EFER_0144	CDS	+1	158899	160449	no	cueO	multicopper oxidase (laccase)	516	COG2132	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_0145	CDS	-1	160496	162886	no	gcd	glucose dehydrogenase	796	COG4993	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0146	CDS	+3	163092	163628	no	hpt	hypoxanthine phosphoribosyltransferase	178	COG0634	F	Nucleotide transport and metabolism	METABOLISM
EFER_0147	CDS	-2	163669	164331	no	can	carbonic anhydrase	220	COG0288	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0148	CDS	+1	164440	165366	no	yadG	putative transporter subunit: ATP-binding component of ABC superfamily	308	COG1131	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0149	CDS	+3	165363	166133	no	yadH	putative transporter subunit: membrane component of ABC superfamily	256	COG0842	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0150	CDS	+2	166238	166678	no	yadI	putative PTS Enzyme IIA	127	COG2893	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0151	CDS	+1	166735	167961	no	yadE	putative exported polysaccharide deacetylase	251	COG0726	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0152	CDS	-2	167965	168345	no	panD	aspartate 1-decarboxylase	126	COG0853	H	Coenzyme transport and metabolism	METABOLISM
EFER_0153	CDS	+1	168619	169551	no	yadD	putative transposase, YhgA-like	60	COG5464	S	Function unknown	POORLY CHARACTERIZED
EFER_0155	CDS	-3	169917	170768	no	panC	pantothenate synthetase	283	COG0414	H	Coenzyme transport and metabolism	METABOLISM
EFER_0156	CDS	-1	170780	171574	no	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	264	COG0413	H	Coenzyme transport and metabolism	METABOLISM
EFER_0161	CDS	-1	174830	177427	no	htrE	outer membrane usher protein	824	COG3188	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
